tiempo_s,raw,delta,voltaje_mV,fuerza_N,GAIN,SPS
20.661,-4109,130,0.009686,0.038464,8,100
20.679,-4168,71,0.005290,0.021007,8,100
20.698,-4603,-364,-0.027120,-0.107698,8,100
20.716,-4138,101,0.007525,0.029883,8,100
20.734,-4104,135,0.010058,0.039943,8,100
20.752,-4316,-77,-0.005737,-0.022782,8,100
20.771,-4338,-99,-0.007376,-0.029292,8,100
20.789,-4449,-210,-0.015646,-0.062134,8,100
20.807,-4213,26,0.001937,0.007693,8,100
20.825,-4352,-113,-0.008419,-0.033434,8,100
20.844,-4378,-139,-0.010356,-0.041127,8,100
20.862,-4161,78,0.005811,0.023078,8,100
20.880,-4101,138,0.010282,0.040831,8,100
20.898,-4565,-326,-0.024289,-0.096455,8,100
20.917,-4115,124,0.009239,0.036688,8,100
20.935,-4079,160,0.011921,0.047340,8,100
20.953,-4362,-123,-0.009164,-0.036393,8,100
20.971,-4422,-183,-0.013635,-0.054145,8,100
20.990,-4430,-191,-0.014231,-0.056512,8,100
21.008,-4157,82,0.006109,0.024262,8,100
21.026,-4354,-115,-0.008568,-0.034026,8,100
21.044,-4401,-162,-0.012070,-0.047932,8,100
21.063,-4170,69,0.005141,0.020415,8,100
21.081,-4117,122,0.009090,0.036097,8,100
21.099,-4286,-47,-0.003502,-0.013906,8,100
21.117,-4147,92,0.006855,0.027220,8,100
21.136,-4103,136,0.010133,0.040239,8,100
21.154,-4292,-53,-0.003949,-0.015681,8,100
21.172,-4457,-218,-0.016242,-0.064501,8,100
21.190,-4400,-161,-0.011995,-0.047636,8,100
21.209,-4206,33,0.002459,0.009764,8,100
21.227,-4372,-133,-0.009909,-0.039351,8,100
21.245,-4369,-130,-0.009686,-0.038464,8,100
21.263,-4180,59,0.004396,0.017457,8,100
21.282,-4085,154,0.011474,0.045565,8,100
21.300,-4294,-55,-0.004098,-0.016273,8,100
21.318,-4180,59,0.004396,0.017457,8,100
21.336,-4032,207,0.015423,0.061246,8,100
21.355,-4278,-39,-0.002906,-0.011539,8,100
21.373,-4402,-163,-0.012144,-0.048228,8,100
21.391,-4451,-212,-0.015795,-0.062725,8,100
21.410,-4150,89,0.006631,0.026333,8,100
21.428,-4363,-124,-0.009239,-0.036688,8,100
21.446,-4351,-112,-0.008345,-0.033138,8,100
21.464,-4104,135,0.010058,0.039943,8,100
21.483,-4140,99,0.007376,0.029292,8,100
21.501,-4304,-65,-0.004843,-0.019232,8,100
21.519,-4386,-147,-0.010952,-0.043494,8,100
21.537,-4093,146,0.010878,0.043198,8,100
21.556,-4234,5,0.000373,0.001479,8,100
21.574,-4334,-95,-0.007078,-0.028108,8,100
21.592,-4381,-142,-0.010580,-0.042014,8,100
21.610,-4105,134,0.009984,0.039647,8,100
21.629,-4127,112,0.008345,0.033138,8,100
21.647,-4361,-122,-0.009090,-0.036097,8,100
21.665,-4173,66,0.004917,0.019528,8,100
21.683,-4133,106,0.007898,0.031363,8,100
21.702,-4315,-76,-0.005662,-0.022486,8,100
21.720,-4385,-146,-0.010878,-0.043198,8,100
21.738,-3862,377,0.028089,0.111545,8,100
21.756,-4271,-32,-0.002384,-0.009468,8,100
21.775,-4432,-193,-0.014380,-0.057104,8,100
21.793,-4418,-179,-0.013337,-0.052961,8,100
21.811,-4200,39,0.002906,0.011539,8,100
21.829,-4116,123,0.009164,0.036393,8,100
21.848,-4563,-324,-0.024140,-0.095863,8,100
21.866,-4115,124,0.009239,0.036688,8,100
21.884,-4070,169,0.012591,0.050003,8,100
21.902,-4282,-43,-0.003204,-0.012723,8,100
21.921,-4392,-153,-0.011399,-0.045269,8,100
21.939,-4384,-145,-0.010803,-0.042902,8,100
21.957,-4253,-14,-0.001043,-0.004142,8,100
21.975,-4382,-143,-0.010654,-0.042310,8,100
21.994,-4368,-129,-0.009611,-0.038168,8,100
22.012,-4193,46,0.003427,0.013610,8,100
22.030,-4141,98,0.007302,0.028996,8,100
22.048,-4273,-34,-0.002533,-0.010060,8,100
22.067,-4131,108,0.008047,0.031954,8,100
22.085,-4060,179,0.013337,0.052961,8,100
22.103,-4261,-22,-0.001639,-0.006509,8,100
22.121,-4438,-199,-0.014827,-0.058879,8,100
22.140,-4455,-216,-0.016093,-0.063909,8,100
22.158,-4209,30,0.002235,0.008876,8,100
22.176,-4363,-124,-0.009239,-0.036688,8,100
22.194,-4369,-130,-0.009686,-0.038464,8,100
22.213,-4240,-1,-0.000075,-0.000296,8,100
22.231,-4104,135,0.010058,0.039943,8,100
22.249,-4260,-21,-0.001565,-0.006213,8,100
22.267,-4178,61,0.004545,0.018048,8,100
22.286,-4042,197,0.014678,0.058287,8,100
22.304,-4276,-37,-0.002757,-0.010947,8,100
22.322,-4357,-118,-0.008792,-0.034913,8,100
22.341,-4410,-171,-0.012740,-0.050594,8,100
22.359,-4175,64,0.004768,0.018936,8,100
22.377,-4382,-143,-0.010654,-0.042310,8,100
22.396,-4318,-79,-0.005886,-0.023374,8,100
22.414,-4173,66,0.004917,0.019528,8,100
22.432,-4089,150,0.011176,0.044381,8,100
22.450,-4245,-6,-0.000447,-0.001775,8,100
22.467,-4222,17,0.001267,0.005030,8,100
22.484,-4046,193,0.014380,0.057104,8,100
22.502,-4202,37,0.002757,0.010947,8,100
22.519,-4039,200,0.014901,0.059175,8,100
22.536,-3908,331,0.024661,0.097934,8,100
22.555,-3950,289,0.021532,0.085508,8,100
22.573,-4225,14,0.001043,0.004142,8,100
22.591,-4188,51,0.003800,0.015090,8,100
22.610,-4066,173,0.012890,0.051186,8,100
22.628,-4306,-67,-0.004992,-0.019824,8,100
22.646,-4325,-86,-0.006408,-0.025445,8,100
22.665,-4180,59,0.004396,0.017457,8,100
22.683,-4082,157,0.011697,0.046452,8,100
22.701,-4262,-23,-0.001714,-0.006805,8,100
22.719,-4412,-173,-0.012890,-0.051186,8,100
22.738,-3909,330,0.024587,0.097638,8,100
22.756,-4180,59,0.004396,0.017457,8,100
22.774,-4372,-133,-0.009909,-0.039351,8,100
22.792,-4467,-228,-0.016987,-0.067459,8,100
22.811,-4241,-2,-0.000149,-0.000592,8,100
22.829,-4056,183,0.013635,0.054145,8,100
22.847,-4399,-160,-0.011921,-0.047340,8,100
22.865,-3794,445,0.033155,0.131664,8,100
22.884,-3753,486,0.036210,0.143795,8,100
22.902,-3701,538,0.040084,0.159180,8,100
22.920,-3817,422,0.031441,0.124859,8,100
22.938,-3495,744,0.055432,0.220130,8,100
22.957,-3582,657,0.048950,0.194389,8,100
22.975,-3711,528,0.039339,0.156222,8,100
22.993,-3720,519,0.038669,0.153559,8,100
23.011,-3504,735,0.054762,0.217468,8,100
23.030,-3331,908,0.067651,0.268654,8,100
23.048,-3734,505,0.037625,0.149416,8,100
23.066,-3430,809,0.060275,0.239362,8,100
23.084,-3160,1079,0.080392,0.319248,8,100
23.103,-3446,793,0.059083,0.234628,8,100
23.121,-3532,707,0.052676,0.209183,8,100
23.139,-3548,691,0.051484,0.204449,8,100
23.157,-3367,872,0.064969,0.258002,8,100
23.176,-3461,778,0.057966,0.230190,8,100
23.194,-3503,736,0.054836,0.217763,8,100
23.212,-3312,927,0.069067,0.274275,8,100
23.230,-3190,1049,0.078157,0.310372,8,100
23.249,-3308,931,0.069365,0.275459,8,100
23.267,-3303,936,0.069737,0.276938,8,100
23.285,-3109,1130,0.084192,0.334338,8,100
23.303,-3376,863,0.064299,0.255339,8,100
23.322,-3462,777,0.057891,0.229894,8,100
23.340,-3487,752,0.056028,0.222497,8,100
23.358,-3317,922,0.068694,0.272796,8,100
23.376,-3464,775,0.057742,0.229303,8,100
23.395,-3457,782,0.058264,0.231374,8,100
23.413,-3333,906,0.067502,0.268062,8,100
23.431,-3155,1084,0.080764,0.320728,8,100
23.450,-3322,917,0.068322,0.271317,8,100
23.468,-3466,773,0.057593,0.228711,8,100
23.486,-3112,1127,0.083968,0.333450,8,100
23.504,-3302,937,0.069812,0.277234,8,100
23.523,-3463,776,0.057817,0.229598,8,100
23.541,-3458,781,0.058189,0.231078,8,100
23.559,-3373,866,0.064522,0.256227,8,100
23.577,-3468,771,0.057444,0.228119,8,100
23.596,-3410,829,0.061765,0.245280,8,100
23.614,-3307,932,0.069439,0.275755,8,100
23.632,-3153,1086,0.080913,0.321319,8,100
23.650,-3299,940,0.070035,0.278122,8,100
23.669,-3454,785,0.058487,0.232261,8,100
23.687,-3126,1113,0.082925,0.329308,8,100
23.705,-3277,962,0.071675,0.284631,8,100
23.723,-3453,786,0.058562,0.232557,8,100
23.742,-3485,754,0.056177,0.223089,8,100
23.760,-3376,863,0.064299,0.255339,8,100
23.778,-3469,770,0.057369,0.227823,8,100
23.796,-3471,768,0.057220,0.227231,8,100
23.815,-3326,913,0.068024,0.270133,8,100
23.833,-3200,1039,0.077412,0.307413,8,100
23.851,-3334,905,0.067428,0.267766,8,100
23.869,-3476,763,0.056848,0.225752,8,100
23.888,-3226,1013,0.075474,0.299721,8,100
23.906,-3307,932,0.069439,0.275755,8,100
23.924,-3426,813,0.060573,0.240546,8,100
23.942,-3487,752,0.056028,0.222497,8,100
23.961,-3386,853,0.063553,0.252381,8,100
23.979,-3201,1038,0.077337,0.307117,8,100
23.997,-3519,720,0.053644,0.213029,8,100
24.015,-3300,939,0.069961,0.277826,8,100
24.034,-3129,1110,0.082701,0.328420,8,100
24.052,-3304,935,0.069663,0.276642,8,100
24.070,-3436,803,0.059828,0.237587,8,100
24.088,-3505,734,0.054687,0.217172,8,100
24.107,-3239,1000,0.074506,0.295874,8,100
24.125,-3384,855,0.063702,0.252972,8,100
24.143,-3491,748,0.055730,0.221314,8,100
24.161,-3423,816,0.060797,0.241433,8,100
24.180,-3220,1019,0.075921,0.301496,8,100
24.198,-3340,899,0.066981,0.265991,8,100
24.216,-3327,912,0.067949,0.269837,8,100
24.234,-3138,1101,0.082031,0.325758,8,100
24.253,-3335,904,0.067353,0.267470,8,100
24.271,-3446,793,0.059083,0.234628,8,100
24.289,-3506,733,0.054613,0.216876,8,100
24.308,-3132,1107,0.082478,0.327533,8,100
24.326,-3419,820,0.061095,0.242617,8,100
24.344,-3437,802,0.059754,0.237291,8,100
24.362,-3394,845,0.062957,0.250014,8,100
24.381,-3153,1086,0.080913,0.321319,8,100
24.399,-3313,926,0.068992,0.273980,8,100
24.417,-3355,884,0.065863,0.261553,8,100
24.435,-3178,1061,0.079051,0.313923,8,100
24.454,-3244,995,0.074133,0.294395,8,100
24.472,-3471,768,0.057220,0.227231,8,100
24.490,-3491,748,0.055730,0.221314,8,100
24.509,-3430,809,0.060275,0.239362,8,100
24.527,-3454,785,0.058487,0.232261,8,100
24.545,-3430,809,0.060275,0.239362,8,100
24.563,-3421,818,0.060946,0.242025,8,100
24.582,-3212,1027,0.076517,0.303863,8,100
24.600,-3318,921,0.068620,0.272500,8,100
24.618,-3446,793,0.059083,0.234628,8,100
24.636,-3207,1032,0.076890,0.305342,8,100
24.655,-3236,1003,0.074729,0.296762,8,100
24.673,-3460,779,0.058040,0.230486,8,100
24.691,-3448,791,0.058934,0.234037,8,100
24.709,-3461,778,0.057966,0.230190,8,100
24.728,-3372,867,0.064597,0.256523,8,100
24.746,-3500,739,0.055060,0.218651,8,100
24.764,-3343,896,0.066757,0.265103,8,100
24.782,-3189,1050,0.078231,0.310668,8,100
24.801,-3295,944,0.070333,0.279305,8,100
24.819,-3470,769,0.057295,0.227527,8,100
24.837,-3169,1070,0.079721,0.316585,8,100
24.855,-3290,949,0.070706,0.280785,8,100
24.874,-3370,869,0.064746,0.257115,8,100
24.892,-3484,755,0.056252,0.223385,8,100
24.910,-3413,826,0.061542,0.244392,8,100
24.928,-3161,1078,0.080317,0.318952,8,100
24.947,-3407,832,0.061989,0.246167,8,100
24.965,-3358,881,0.065640,0.260665,8,100
24.983,-3200,1039,0.077412,0.307413,8,100
25.001,-3239,1000,0.074506,0.295874,8,100
25.020,-3467,772,0.057518,0.228415,8,100
25.038,-3210,1029,0.076666,0.304455,8,100
25.056,-3250,989,0.073686,0.292620,8,100
25.074,-3400,839,0.062510,0.248238,8,100
25.093,-3495,744,0.055432,0.220130,8,100
25.111,-3435,804,0.059903,0.237883,8,100
25.129,-3173,1066,0.079423,0.315402,8,100
25.147,-3538,701,0.052229,0.207408,8,100
25.166,-3421,818,0.060946,0.242025,8,100
25.184,-3166,1073,0.079945,0.317473,8,100
25.202,-3286,953,0.071004,0.281968,8,100
25.220,-3429,810,0.060350,0.239658,8,100
25.239,-3466,773,0.057593,0.228711,8,100
25.257,-3254,985,0.073388,0.291436,8,100
25.275,-3418,821,0.061169,0.242913,8,100
25.293,-3453,786,0.058562,0.232557,8,100
25.312,-3444,795,0.059232,0.235220,8,100
25.330,-3229,1010,0.075251,0.298833,8,100
25.348,-3510,729,0.054315,0.215692,8,100
25.366,-3408,831,0.061914,0.245871,8,100
25.385,-3120,1119,0.083372,0.331083,8,100
25.403,-3333,906,0.067502,0.268062,8,100
25.421,-3421,818,0.060946,0.242025,8,100
25.439,-3496,743,0.055358,0.219835,8,100
25.458,-3159,1080,0.080466,0.319544,8,100
25.476,-3382,857,0.063851,0.253564,8,100
25.494,-3487,752,0.056028,0.222497,8,100
25.512,-3447,792,0.059009,0.234332,8,100
25.531,-3193,1046,0.077933,0.309484,8,100
25.549,-3262,977,0.072792,0.289069,8,100
25.567,-3446,793,0.059083,0.234628,8,100
25.585,-3172,1067,0.079498,0.315698,8,100
25.604,-3234,1005,0.074878,0.297354,8,100
25.622,-3485,754,0.056177,0.223089,8,100
25.640,-3456,783,0.058338,0.231670,8,100
25.658,-3399,840,0.062585,0.248534,8,100
25.677,-3431,808,0.060201,0.239066,8,100
25.695,-3439,800,0.059605,0.236699,8,100
25.713,-3428,811,0.060424,0.239954,8,100
25.731,-3207,1032,0.076890,0.305342,8,100
25.750,-3288,951,0.070855,0.281376,8,100
25.768,-3475,764,0.056922,0.226048,8,100
25.786,-3143,1096,0.081658,0.324278,8,100
25.804,-3245,994,0.074059,0.294099,8,100
25.823,-3444,795,0.059232,0.235220,8,100
25.841,-3461,778,0.057966,0.230190,8,100
25.859,-3441,798,0.059456,0.236108,8,100
25.877,-3465,774,0.057668,0.229007,8,100
25.896,-3437,802,0.059754,0.237291,8,100
25.914,-3426,813,0.060573,0.240546,8,100
25.932,-3197,1042,0.077635,0.308301,8,100
25.950,-3293,946,0.070483,0.279897,8,100
25.969,-3447,792,0.059009,0.234332,8,100
25.987,-3165,1074,0.080019,0.317769,8,100
26.005,-3219,1020,0.075996,0.301792,8,100
26.023,-3415,824,0.061393,0.243800,8,100
26.042,-3488,751,0.055954,0.222202,8,100
26.060,-3461,778,0.057966,0.230190,8,100
26.078,-3249,990,0.073761,0.292915,8,100
26.097,-3443,796,0.059307,0.235516,8,100
26.115,-3383,856,0.063777,0.253268,8,100
26.133,-3198,1041,0.077561,0.308005,8,100
26.151,-3249,990,0.073761,0.292915,8,100
26.170,-3421,818,0.060946,0.242025,8,100
26.188,-3279,960,0.071526,0.284039,8,100
26.206,-3255,984,0.073314,0.291140,8,100
26.224,-3384,855,0.063702,0.252972,8,100
26.243,-3475,764,0.056922,0.226048,8,100
26.261,-3481,758,0.056475,0.224273,8,100
26.279,-3196,1043,0.077710,0.308597,8,100
26.297,-3521,718,0.053495,0.212438,8,100
26.316,-3415,824,0.061393,0.243800,8,100
26.334,-3139,1100,0.081956,0.325462,8,100
26.352,-3221,1018,0.075847,0.301200,8,100
26.370,-3394,845,0.062957,0.250014,8,100
26.389,-3475,764,0.056922,0.226048,8,100
26.407,-3184,1055,0.078604,0.312147,8,100
26.425,-3379,860,0.064075,0.254452,8,100
26.443,-3420,819,0.061020,0.242321,8,100
26.462,-3435,804,0.059903,0.237883,8,100
26.480,-3186,1053,0.078455,0.311556,8,100
26.498,-3214,1025,0.076368,0.303271,8,100
26.516,-3416,823,0.061318,0.243504,8,100
26.535,-3190,1049,0.078157,0.310372,8,100
26.553,-3271,968,0.072122,0.286406,8,100
26.571,-3395,844,0.062883,0.249718,8,100
26.589,-3480,759,0.056550,0.224569,8,100
26.608,-3217,1022,0.076145,0.302383,8,100
26.626,-3425,814,0.060648,0.240842,8,100
26.644,-3462,777,0.057891,0.229894,8,100
26.662,-3442,797,0.059381,0.235812,8,100
26.681,-3218,1021,0.076070,0.302088,8,100
26.699,-3268,971,0.072345,0.287294,8,100
26.717,-3404,835,0.062212,0.247055,8,100
26.735,-3157,1082,0.080615,0.320136,8,100
26.754,-3206,1033,0.076965,0.305638,8,100
26.772,-3441,798,0.059456,0.236108,8,100
26.790,-3488,751,0.055954,0.222202,8,100
26.808,-3471,768,0.057220,0.227231,8,100
26.827,-3401,838,0.062436,0.247943,8,100
26.845,-3426,813,0.060573,0.240546,8,100
26.863,-3418,821,0.061169,0.242913,8,100
26.881,-3226,1013,0.075474,0.299721,8,100
26.900,-3243,996,0.074208,0.294691,8,100
26.918,-3382,857,0.063851,0.253564,8,100
26.936,-3140,1099,0.081882,0.325166,8,100
26.954,-3201,1038,0.077337,0.307117,8,100
26.973,-3474,765,0.056997,0.226344,8,100
26.991,-3504,735,0.054762,0.217468,8,100
27.009,-3449,790,0.058860,0.233741,8,100
27.027,-3478,761,0.056699,0.225160,8,100
27.046,-3367,872,0.064969,0.258002,8,100
27.064,-3417,822,0.061244,0.243209,8,100
27.082,-3176,1063,0.079200,0.314514,8,100
27.100,-3208,1031,0.076815,0.305046,8,100
27.119,-3349,890,0.066310,0.263328,8,100
27.137,-3193,1046,0.077933,0.309484,8,100
27.155,-3196,1043,0.077710,0.308597,8,100
27.173,-3339,900,0.067055,0.266287,8,100
27.192,-3414,825,0.061467,0.244096,8,100
27.210,-3492,747,0.055656,0.221018,8,100
27.228,-3221,1018,0.075847,0.301200,8,100
27.246,-3386,853,0.063553,0.252381,8,100
27.265,-3439,800,0.059605,0.236699,8,100
27.283,-3214,1025,0.076368,0.303271,8,100
27.301,-3209,1030,0.076741,0.304750,8,100
27.319,-3418,821,0.061169,0.242913,8,100
27.338,-3214,1025,0.076368,0.303271,8,100
27.356,-3165,1074,0.080019,0.317769,8,100
27.374,-3400,839,0.062510,0.248238,8,100
27.393,-3483,756,0.056326,0.223681,8,100
27.411,-3451,788,0.058711,0.233149,8,100
27.429,-3244,995,0.074133,0.294395,8,100
27.447,-3485,754,0.056177,0.223089,8,100
27.466,-3427,812,0.060499,0.240250,8,100
27.484,-3178,1061,0.079051,0.313923,8,100
27.502,-3233,1006,0.074953,0.297649,8,100
27.520,-3418,821,0.061169,0.242913,8,100
27.539,-3449,790,0.058860,0.233741,8,100
27.557,-3247,992,0.073910,0.293507,8,100
27.575,-3324,915,0.068173,0.270725,8,100
27.593,-3388,851,0.063404,0.251789,8,100
27.612,-3446,793,0.059083,0.234628,8,100
27.630,-3241,998,0.074357,0.295282,8,100
27.648,-3226,1013,0.075474,0.299721,8,100
27.666,-3438,801,0.059679,0.236995,8,100
27.685,-3235,1004,0.074804,0.297058,8,100
27.703,-3199,1040,0.077486,0.307709,8,100
27.721,-3375,864,0.064373,0.255635,8,100
27.739,-3502,737,0.054911,0.218059,8,100
27.758,-3200,1039,0.077412,0.307413,8,100
27.776,-3333,906,0.067502,0.268062,8,100
27.794,-3459,780,0.058115,0.230782,8,100
27.812,-3482,757,0.056401,0.223977,8,100
27.830,-3197,1042,0.077635,0.308301,8,100
27.849,-3188,1051,0.078306,0.310964,8,100
27.867,-3381,858,0.063926,0.253860,8,100
27.885,-3205,1034,0.077039,0.305934,8,100
27.903,-3157,1082,0.080615,0.320136,8,100
27.922,-3387,852,0.063479,0.252085,8,100
27.940,-3519,720,0.053644,0.213029,8,100
27.958,-3445,794,0.059158,0.234924,8,100
27.976,-3393,846,0.063032,0.250310,8,100
27.995,-3430,809,0.060275,0.239362,8,100
28.013,-3462,777,0.057891,0.229894,8,100
28.031,-3231,1008,0.075102,0.298241,8,100
28.049,-3229,1010,0.075251,0.298833,8,100
28.068,-3428,811,0.060424,0.239954,8,100
28.086,-3254,985,0.073388,0.291436,8,100
28.104,-3159,1080,0.080466,0.319544,8,100
28.122,-3393,846,0.063032,0.250310,8,100
28.141,-3510,729,0.054315,0.215692,8,100
28.159,-3509,730,0.054389,0.215988,8,100
28.177,-3488,751,0.055954,0.222202,8,100
28.195,-3410,829,0.061765,0.245280,8,100
28.214,-3450,789,0.058785,0.233445,8,100
28.232,-3255,984,0.073314,0.291140,8,100
28.250,-3170,1069,0.079647,0.316290,8,100
28.268,-3394,845,0.062957,0.250014,8,100
28.287,-3236,1003,0.074729,0.296762,8,100
28.305,-3197,1042,0.077635,0.308301,8,100
28.323,-3368,871,0.064895,0.257706,8,100
28.342,-3474,765,0.056997,0.226344,8,100
28.360,-3475,764,0.056922,0.226048,8,100
28.379,-3228,1011,0.075325,0.299129,8,100
28.397,-3431,808,0.060201,0.239066,8,100
28.415,-3451,788,0.058711,0.233149,8,100
28.433,-3219,1020,0.075996,0.301792,8,100
28.452,-3195,1044,0.077784,0.308893,8,100
28.470,-3404,835,0.062212,0.247055,8,100
28.488,-3485,754,0.056177,0.223089,8,100
28.506,-3148,1091,0.081286,0.322799,8,100
28.525,-3366,873,0.065044,0.258298,8,100
28.543,-3424,815,0.060722,0.241138,8,100
28.561,-3496,743,0.055358,0.219835,8,100
28.579,-3301,938,0.069886,0.277530,8,100
28.598,-3403,836,0.062287,0.247351,8,100
28.616,-3467,772,0.057518,0.228415,8,100
28.634,-3233,1006,0.074953,0.297649,8,100
28.652,-3218,1021,0.076070,0.302088,8,100
28.671,-3373,866,0.064522,0.256227,8,100
28.689,-3441,798,0.059456,0.236108,8,100
28.707,-3258,981,0.073090,0.290253,8,100
28.725,-3305,934,0.069588,0.276347,8,100
28.744,-3460,779,0.058040,0.230486,8,100
28.762,-3505,734,0.054687,0.217172,8,100
28.780,-3352,887,0.066087,0.262440,8,100
28.798,-3161,1078,0.080317,0.318952,8,100
28.817,-3362,877,0.065342,0.259482,8,100
28.835,-3231,1008,0.075102,0.298241,8,100
28.853,-3195,1044,0.077784,0.308893,8,100
28.871,-3381,858,0.063926,0.253860,8,100
28.890,-3482,757,0.056401,0.223977,8,100
28.908,-3545,694,0.051707,0.205337,8,100
28.926,-3334,905,0.067428,0.267766,8,100
28.944,-3425,814,0.060648,0.240842,8,100
28.963,-3510,729,0.054315,0.215692,8,100
28.981,-3276,963,0.071749,0.284927,8,100
28.999,-3196,1043,0.077710,0.308597,8,100
29.017,-3360,879,0.065491,0.260073,8,100
29.036,-3238,1001,0.074580,0.296170,8,100
29.054,-3123,1116,0.083148,0.330196,8,100
29.072,-3371,868,0.064671,0.256819,8,100
29.090,-3489,750,0.055879,0.221906,8,100
29.109,-3529,710,0.052899,0.210071,8,100
29.127,-3272,967,0.072047,0.286110,8,100
29.145,-3497,742,0.055283,0.219539,8,100
29.163,-3466,773,0.057593,0.228711,8,100
29.182,-3235,1004,0.074804,0.297058,8,100
29.200,-3180,1059,0.078902,0.313331,8,100
29.218,-3339,900,0.067055,0.266287,8,100
29.236,-3284,955,0.071153,0.282560,8,100
29.255,-3162,1077,0.080243,0.318657,8,100
29.273,-3232,1007,0.075027,0.297945,8,100
29.291,-3459,780,0.058115,0.230782,8,100
29.309,-3523,716,0.053346,0.211846,8,100
29.328,-3307,932,0.069439,0.275755,8,100
29.346,-3400,839,0.062510,0.248238,8,100
29.364,-3469,770,0.057369,0.227823,8,100
29.382,-3275,964,0.071824,0.285223,8,100
29.401,-3202,1037,0.077263,0.306822,8,100
29.419,-3393,846,0.063032,0.250310,8,100
29.437,-3218,1021,0.076070,0.302088,8,100
29.455,-3173,1066,0.079423,0.315402,8,100
29.474,-3321,918,0.068396,0.271613,8,100
29.492,-3577,662,0.049323,0.195869,8,100
29.510,-3503,736,0.054836,0.217763,8,100
29.528,-3278,961,0.071600,0.284335,8,100
29.547,-3421,818,0.060946,0.242025,8,100
29.565,-3473,766,0.057071,0.226640,8,100
29.583,-3223,1016,0.075698,0.300608,8,100
29.602,-3176,1063,0.079200,0.314514,8,100
29.620,-3361,878,0.065416,0.259778,8,100
29.638,-3541,698,0.052005,0.206520,8,100
29.656,-3154,1085,0.080839,0.321024,8,100
29.675,-3344,895,0.066683,0.264807,8,100
29.693,-3461,778,0.057966,0.230190,8,100
29.711,-3510,729,0.054315,0.215692,8,100
29.730,-3291,948,0.070632,0.280489,8,100
29.748,-3139,1100,0.081956,0.325462,8,100
29.766,-3472,767,0.057146,0.226936,8,100
29.784,-3291,948,0.070632,0.280489,8,100
29.803,-3150,1089,0.081137,0.322207,8,100
29.821,-3420,819,0.061020,0.242321,8,100
29.839,-3466,773,0.057593,0.228711,8,100
29.857,-3250,989,0.073686,0.292620,8,100
29.875,-3294,945,0.070408,0.279601,8,100
29.894,-3432,807,0.060126,0.238771,8,100
29.912,-3487,752,0.056028,0.222497,8,100
29.930,-3332,907,0.067577,0.268358,8,100
29.948,-3219,1020,0.075996,0.301792,8,100
29.967,-3389,850,0.063330,0.251493,8,100
29.985,-3276,963,0.071749,0.284927,8,100
30.003,-3170,1069,0.079647,0.316290,8,100
30.021,-3316,923,0.068769,0.273092,8,100
30.040,-3526,713,0.053123,0.210958,8,100
30.058,-3504,735,0.054762,0.217468,8,100
30.076,-3337,902,0.067204,0.266879,8,100
30.095,-3440,799,0.059530,0.236404,8,100
30.113,-3468,771,0.057444,0.228119,8,100
30.131,-3358,881,0.065640,0.260665,8,100
30.149,-3204,1035,0.077114,0.306230,8,100
30.168,-3325,914,0.068098,0.270429,8,100
30.186,-3269,970,0.072271,0.286998,8,100
30.204,-3133,1106,0.082403,0.327237,8,100
30.222,-3378,861,0.064150,0.254748,8,100
30.241,-3479,760,0.056624,0.224864,8,100
30.259,-3496,743,0.055358,0.219835,8,100
30.277,-3319,920,0.068545,0.272204,8,100
30.295,-3459,780,0.058115,0.230782,8,100
30.314,-3484,755,0.056252,0.223385,8,100
30.332,-3300,939,0.069961,0.277826,8,100
30.350,-3232,1007,0.075027,0.297945,8,100
30.368,-3329,910,0.067800,0.269246,8,100
30.387,-3275,964,0.071824,0.285223,8,100
30.405,-3109,1130,0.084192,0.334338,8,100
30.423,-3285,954,0.071079,0.282264,8,100
30.441,-3455,784,0.058413,0.231965,8,100
30.460,-3538,701,0.052229,0.207408,8,100
30.478,-3377,862,0.064224,0.255044,8,100
30.496,-3451,788,0.058711,0.233149,8,100
30.514,-3434,805,0.059977,0.238179,8,100
30.533,-3326,913,0.068024,0.270133,8,100
30.551,-3153,1086,0.080913,0.321319,8,100
30.569,-3335,904,0.067353,0.267470,8,100
30.587,-3471,768,0.057220,0.227231,8,100
30.606,-3152,1087,0.080988,0.321615,8,100
30.624,-3250,989,0.073686,0.292620,8,100
30.642,-3471,768,0.057220,0.227231,8,100
30.661,-3474,765,0.056997,0.226344,8,100
30.679,-3336,903,0.067279,0.267174,8,100
30.697,-3416,823,0.061318,0.243504,8,100
30.715,-3514,725,0.054017,0.214509,8,100
30.734,-3330,909,0.067726,0.268950,8,100
30.752,-3187,1052,0.078380,0.311260,8,100
30.770,-3335,904,0.067353,0.267470,8,100
30.788,-3640,599,0.044629,0.177229,8,100
30.807,-3434,805,0.059977,0.238179,8,100
30.825,-3588,651,0.048503,0.192614,8,100
30.843,-3891,348,0.025928,0.102964,8,100
30.861,-4179,60,0.004470,0.017752,8,100
30.880,-4252,-13,-0.000969,-0.003846,8,100
30.898,-4088,151,0.011250,0.044677,8,100
30.916,-4379,-140,-0.010431,-0.041422,8,100
30.934,-4222,17,0.001267,0.005030,8,100
30.952,-4120,119,0.008866,0.035209,8,100
30.971,-4249,-10,-0.000745,-0.002959,8,100
30.989,-4378,-139,-0.010356,-0.041127,8,100
31.007,-3909,330,0.024587,0.097638,8,100
