tiempo_s,raw,delta,voltaje_mV,fuerza_N,GAIN,SPS
10.646,-3547,692,0.051558,0.204745,8,100
10.659,-3575,664,0.049472,0.196460,8,100
10.673,-3752,487,0.036284,0.144091,8,100
10.686,-3758,481,0.035837,0.142316,8,100
10.699,-3824,415,0.030920,0.122788,8,100
10.713,-3562,677,0.050440,0.200307,8,100
10.726,-3812,427,0.031814,0.126338,8,100
10.739,-3557,682,0.050813,0.201786,8,100
10.753,-3809,430,0.032038,0.127226,8,100
10.766,-3531,708,0.052750,0.209479,8,100
10.779,-3704,535,0.039861,0.158293,8,100
10.793,-3469,770,0.057369,0.227823,8,100
10.806,-3829,410,0.030547,0.121308,8,100
10.819,-3843,396,0.029504,0.117166,8,100
10.832,-3700,539,0.040159,0.159476,8,100
10.846,-3588,651,0.048503,0.192614,8,100
10.859,-3610,629,0.046864,0.186105,8,100
10.872,-3785,454,0.033826,0.134327,8,100
10.886,-3736,503,0.037476,0.148825,8,100
10.899,-3867,372,0.027716,0.110065,8,100
10.912,-3554,685,0.051036,0.202674,8,100
10.926,-3771,468,0.034869,0.138469,8,100
10.939,-3569,670,0.049919,0.198236,8,100
10.952,-3797,442,0.032932,0.130776,8,100
10.966,-3626,613,0.045672,0.181371,8,100
10.979,-3757,482,0.035912,0.142611,8,100
10.992,-3528,711,0.052974,0.210367,8,100
11.006,-3833,406,0.030249,0.120125,8,100
11.019,-3792,447,0.033304,0.132256,8,100
11.032,-3702,537,0.040010,0.158884,8,100
11.046,-3537,702,0.052303,0.207704,8,100
11.059,-3556,683,0.050887,0.202082,8,100
11.072,-3794,445,0.033155,0.131664,8,100
11.086,-3763,476,0.035465,0.140836,8,100
11.099,-3848,391,0.029132,0.115687,8,100
11.112,-3534,705,0.052527,0.208591,8,100
11.126,-3792,447,0.033304,0.132256,8,100
11.139,-3524,715,0.053272,0.211550,8,100
11.152,-3788,451,0.033602,0.133439,8,100
11.166,-3516,723,0.053868,0.213917,8,100
11.179,-3768,471,0.035092,0.139357,8,100
11.192,-3560,679,0.050589,0.200899,8,100
11.206,-3777,462,0.034422,0.136694,8,100
11.219,-3831,408,0.030398,0.120717,8,100
11.232,-3732,507,0.037774,0.150008,8,100
11.246,-3513,726,0.054091,0.214805,8,100
11.259,-3517,722,0.053793,0.213621,8,100
11.272,-3786,453,0.033751,0.134031,8,100
11.286,-3701,538,0.040084,0.159180,8,100
11.299,-3821,418,0.031143,0.123675,8,100
11.312,-3527,712,0.053048,0.210662,8,100
11.326,-3803,436,0.032485,0.129001,8,100
11.339,-3576,663,0.049397,0.196165,8,100
11.352,-3823,416,0.030994,0.123084,8,100
11.366,-3563,676,0.050366,0.200011,8,100
11.379,-3698,541,0.040308,0.160068,8,100
11.392,-3552,687,0.051185,0.203266,8,100
11.406,-3795,444,0.033081,0.131368,8,100
11.419,-3856,383,0.028536,0.113320,8,100
11.432,-3676,563,0.041947,0.166577,8,100
11.446,-3582,657,0.048950,0.194389,8,100
11.459,-3579,660,0.049174,0.195277,8,100
11.472,-3802,437,0.032559,0.129297,8,100
11.486,-3713,526,0.039190,0.155630,8,100
11.499,-3848,391,0.029132,0.115687,8,100
11.512,-3548,691,0.051484,0.204449,8,100
11.526,-3819,420,0.031292,0.124267,8,100
11.539,-3595,644,0.047982,0.190543,8,100
11.552,-3833,406,0.030249,0.120125,8,100
11.566,-3530,709,0.052825,0.209775,8,100
11.579,-3735,504,0.037551,0.149121,8,100
11.592,-3537,702,0.052303,0.207704,8,100
11.606,-3797,442,0.032932,0.130776,8,100
11.619,-3866,373,0.027791,0.110361,8,100
11.632,-3717,522,0.038892,0.154446,8,100
11.646,-3565,674,0.050217,0.199419,8,100
11.659,-3592,647,0.048205,0.191431,8,100
11.677,-3836,403,0.030026,0.119237,8,100
11.695,-3599,640,0.047684,0.189360,8,100
11.714,-3586,653,0.048652,0.193206,8,100
11.732,-3740,499,0.037178,0.147641,8,100
11.750,-3816,423,0.031516,0.125155,8,100
11.769,-3468,771,0.057444,0.228119,8,100
11.787,-3744,495,0.036880,0.146458,8,100
11.805,-3835,404,0.030100,0.119533,8,100
11.823,-3822,417,0.031069,0.123380,8,100
11.842,-3635,604,0.045002,0.178708,8,100
11.860,-3580,659,0.049099,0.194981,8,100
11.878,-3837,402,0.029951,0.118941,8,100
11.897,-3551,688,0.051260,0.203561,8,100
11.915,-3503,736,0.054836,0.217763,8,100
11.933,-3769,470,0.035018,0.139061,8,100
11.951,-3856,383,0.028536,0.113320,8,100
11.970,-3346,893,0.066534,0.264216,8,100
11.988,-3684,555,0.041351,0.164210,8,100
12.006,-3799,440,0.032783,0.130185,8,100
12.025,-3853,386,0.028759,0.114207,8,100
12.043,-3620,619,0.046119,0.183146,8,100
12.061,-3529,710,0.052899,0.210071,8,100
12.080,-3696,543,0.040457,0.160660,8,100
12.098,-3560,679,0.050589,0.200899,8,100
12.116,-3499,740,0.055134,0.218947,8,100
12.135,-3713,526,0.039190,0.155630,8,100
12.153,-3834,405,0.030175,0.119829,8,100
12.171,-3872,367,0.027344,0.108586,8,100
12.189,-3838,401,0.029877,0.118646,8,100
12.208,-3797,442,0.032932,0.130776,8,100
12.226,-3780,459,0.034198,0.135806,8,100
12.244,-3653,586,0.043660,0.173382,8,100
12.263,-3499,740,0.055134,0.218947,8,100
12.281,-3755,484,0.036061,0.143203,8,100
12.299,-3575,664,0.049472,0.196460,8,100
12.317,-3562,677,0.050440,0.200307,8,100
12.336,-3675,564,0.042021,0.166873,8,100
12.354,-3859,380,0.028312,0.112432,8,100
12.372,-3855,384,0.028610,0.113616,8,100
12.391,-3634,605,0.045076,0.179004,8,100
12.409,-3824,415,0.030920,0.122788,8,100
12.427,-3765,474,0.035316,0.140244,8,100
12.445,-3611,628,0.046790,0.185809,8,100
12.464,-3518,721,0.053719,0.213325,8,100
12.482,-3716,523,0.038967,0.154742,8,100
12.500,-3799,440,0.032783,0.130185,8,100
12.519,-3508,731,0.054464,0.216284,8,100
12.537,-3693,546,0.040680,0.161547,8,100
12.555,-3816,423,0.031516,0.125155,8,100
12.573,-3831,408,0.030398,0.120717,8,100
12.592,-3601,638,0.047535,0.188768,8,100
12.610,-3534,705,0.052527,0.208591,8,100
12.628,-3803,436,0.032485,0.129001,8,100
12.646,-3555,684,0.050962,0.202378,8,100
12.665,-3519,720,0.053644,0.213029,8,100
12.683,-3692,547,0.040755,0.161843,8,100
12.701,-3863,376,0.028014,0.111249,8,100
12.720,-3345,894,0.066608,0.264512,8,100
12.738,-3684,555,0.041351,0.164210,8,100
12.756,-3836,403,0.030026,0.119237,8,100
12.774,-3875,364,0.027120,0.107698,8,100
12.793,-3666,573,0.042692,0.169536,8,100
12.811,-3510,729,0.054315,0.215692,8,100
12.829,-3696,543,0.040457,0.160660,8,100
12.848,-3615,624,0.046492,0.184626,8,100
12.866,-3527,712,0.053048,0.210662,8,100
12.884,-3754,485,0.036135,0.143499,8,100
12.902,-3845,394,0.029355,0.116574,8,100
12.921,-3878,361,0.026897,0.106811,8,100
12.939,-3639,600,0.044703,0.177525,8,100
12.957,-3796,443,0.033006,0.131072,8,100
12.975,-3791,448,0.033379,0.132552,8,100
12.994,-3618,621,0.046268,0.183738,8,100
13.012,-3556,683,0.050887,0.202082,8,100
13.030,-3692,547,0.040755,0.161843,8,100
13.049,-3830,409,0.030473,0.121013,8,100
13.067,-3499,740,0.055134,0.218947,8,100
13.085,-3703,536,0.039935,0.158589,8,100
13.103,-3890,349,0.026003,0.103260,8,100
13.122,-3845,394,0.029355,0.116574,8,100
13.140,-3632,607,0.045225,0.179596,8,100
13.158,-3792,447,0.033304,0.132256,8,100
13.177,-3772,467,0.034794,0.138173,8,100
13.195,-3576,663,0.049397,0.196165,8,100
13.213,-3535,704,0.052452,0.208295,8,100
13.231,-3727,512,0.038147,0.151488,8,100
13.250,-3856,383,0.028536,0.113320,8,100
13.268,-3466,773,0.057593,0.228711,8,100
13.287,-3674,565,0.042096,0.167169,8,100
13.305,-3792,447,0.033304,0.132256,8,100
13.323,-3897,342,0.025481,0.101189,8,100
13.342,-3658,581,0.043288,0.171903,8,100
13.360,-3516,723,0.053868,0.213917,8,100
13.378,-3799,440,0.032783,0.130185,8,100
13.397,-3581,658,0.049025,0.194685,8,100
13.415,-3458,781,0.058189,0.231078,8,100
13.433,-3690,549,0.040904,0.162435,8,100
13.451,-3812,427,0.031814,0.126338,8,100
13.470,-3882,357,0.026599,0.105627,8,100
13.488,-3676,563,0.041947,0.166577,8,100
13.506,-3830,409,0.030473,0.121013,8,100
13.525,-3861,378,0.028163,0.111840,8,100
13.543,-3628,611,0.045523,0.180779,8,100
13.561,-3548,691,0.051484,0.204449,8,100
13.579,-3722,517,0.038520,0.152967,8,100
13.598,-3649,590,0.043958,0.174566,8,100
13.616,-3503,736,0.054836,0.217763,8,100
13.634,-3714,525,0.039116,0.155334,8,100
13.653,-3868,371,0.027642,0.109769,8,100
13.671,-3831,408,0.030398,0.120717,8,100
13.689,-3648,591,0.044033,0.174862,8,100
13.707,-3803,436,0.032485,0.129001,8,100
13.726,-3827,412,0.030696,0.121900,8,100
13.744,-3638,601,0.044778,0.177820,8,100
13.762,-3538,701,0.052229,0.207408,8,100
13.780,-3716,523,0.038967,0.154742,8,100
13.799,-3598,641,0.047758,0.189655,8,100
13.817,-3504,735,0.054762,0.217468,8,100
13.835,-3657,582,0.043362,0.172199,8,100
13.854,-3782,457,0.034049,0.135215,8,100
13.872,-3814,425,0.031665,0.125747,8,100
13.890,-3649,590,0.043958,0.174566,8,100
13.908,-3814,425,0.031665,0.125747,8,100
13.927,-3827,412,0.030696,0.121900,8,100
13.945,-3610,629,0.046864,0.186105,8,100
13.963,-3539,700,0.052154,0.207112,8,100
13.982,-3662,577,0.042990,0.170719,8,100
14.000,-3799,440,0.032783,0.130185,8,100
14.018,-3463,776,0.057817,0.229598,8,100
14.036,-3640,599,0.044629,0.177229,8,100
14.055,-3819,420,0.031292,0.124267,8,100
14.073,-3915,324,0.024140,0.095863,8,100
14.091,-3661,578,0.043064,0.171015,8,100
14.110,-3781,458,0.034124,0.135510,8,100
14.128,-3807,432,0.032187,0.127818,8,100
14.146,-3612,627,0.046715,0.185513,8,100
14.164,-3473,766,0.057071,0.226640,8,100
14.183,-3666,573,0.042692,0.169536,8,100
14.201,-3773,466,0.034720,0.137877,8,100
14.219,-3373,866,0.064522,0.256227,8,100
14.238,-3645,594,0.044256,0.175749,8,100
14.256,-3805,434,0.032336,0.128409,8,100
14.274,-3830,409,0.030473,0.121013,8,100
14.292,-3693,546,0.040680,0.161547,8,100
14.311,-3507,732,0.054538,0.216580,8,100
14.329,-3653,586,0.043660,0.173382,8,100
14.347,-3626,613,0.045672,0.181371,8,100
14.366,-3462,777,0.057891,0.229894,8,100
14.384,-3705,534,0.039786,0.157997,8,100
14.402,-3809,430,0.032038,0.127226,8,100
14.421,-3863,376,0.028014,0.111249,8,100
14.439,-3669,570,0.042468,0.168648,8,100
14.457,-3817,422,0.031441,0.124859,8,100
14.475,-3799,440,0.032783,0.130185,8,100
14.494,-3715,524,0.039041,0.155038,8,100
14.512,-3504,735,0.054762,0.217468,8,100
14.530,-3716,523,0.038967,0.154742,8,100
14.549,-3827,412,0.030696,0.121900,8,100
14.567,-3467,772,0.057518,0.228415,8,100
14.585,-3636,603,0.044927,0.178412,8,100
14.603,-3807,432,0.032187,0.127818,8,100
14.622,-3823,416,0.030994,0.123084,8,100
14.640,-3690,549,0.040904,0.162435,8,100
14.658,-3823,416,0.030994,0.123084,8,100
14.677,-3800,439,0.032708,0.129889,8,100
14.695,-3631,608,0.045300,0.179892,8,100
14.713,-3491,748,0.055730,0.221314,8,100
14.731,-3704,535,0.039861,0.158293,8,100
14.750,-3846,393,0.029281,0.116279,8,100
14.768,-3462,777,0.057891,0.229894,8,100
14.786,-3640,599,0.044629,0.177229,8,100
14.805,-3818,421,0.031367,0.124563,8,100
14.823,-3884,355,0.026450,0.105035,8,100
14.841,-3706,533,0.039712,0.157701,8,100
14.859,-3778,461,0.034347,0.136398,8,100
14.878,-3777,462,0.034422,0.136694,8,100
14.896,-3653,586,0.043660,0.173382,8,100
14.914,-3543,696,0.051856,0.205928,8,100
14.933,-3666,573,0.042692,0.169536,8,100
14.951,-3812,427,0.031814,0.126338,8,100
14.969,-3563,676,0.050366,0.200011,8,100
14.987,-3575,664,0.049472,0.196460,8,100
15.006,-3817,422,0.031441,0.124859,8,100
15.024,-3861,378,0.028163,0.111840,8,100
15.042,-3737,502,0.037402,0.148529,8,100
15.061,-3524,715,0.053272,0.211550,8,100
15.079,-3668,571,0.042543,0.168944,8,100
15.097,-3696,543,0.040457,0.160660,8,100
15.115,-3461,778,0.057966,0.230190,8,100
15.134,-3660,579,0.043139,0.171311,8,100
15.152,-3826,413,0.030771,0.122196,8,100
15.170,-3801,438,0.032634,0.129593,8,100
15.189,-3687,552,0.041127,0.163323,8,100
15.207,-3796,443,0.033006,0.131072,8,100
15.225,-3813,426,0.031739,0.126042,8,100
15.244,-3760,479,0.035688,0.141724,8,100
15.262,-3537,702,0.052303,0.207704,8,100
15.280,-3656,583,0.043437,0.172495,8,100
15.298,-3820,419,0.031218,0.123971,8,100
15.317,-3459,780,0.058115,0.230782,8,100
15.335,-3574,665,0.049546,0.196756,8,100
15.353,-3803,436,0.032485,0.129001,8,100
15.372,-3854,385,0.028685,0.113912,8,100
15.390,-3722,517,0.038520,0.152967,8,100
15.408,-3814,425,0.031665,0.125747,8,100
15.426,-3758,481,0.035837,0.142316,8,100
15.445,-3718,521,0.038818,0.154150,8,100
15.463,-3512,727,0.054166,0.215101,8,100
15.481,-3689,550,0.040978,0.162731,8,100
15.499,-3787,452,0.033677,0.133735,8,100
15.518,-3468,771,0.057444,0.228119,8,100
15.536,-3606,633,0.047162,0.187288,8,100
15.554,-3829,410,0.030547,0.121308,8,100
15.572,-3900,339,0.025257,0.100301,8,100
15.591,-3739,500,0.037253,0.147937,8,100
15.609,-3782,457,0.034049,0.135215,8,100
15.627,-3766,473,0.035241,0.139949,8,100
15.646,-3673,566,0.042170,0.167465,8,100
15.664,-3565,674,0.050217,0.199419,8,100
15.682,-3674,565,0.042096,0.167169,8,100
15.700,-3788,451,0.033602,0.133439,8,100
15.719,-3560,679,0.050589,0.200899,8,100
15.737,-3612,627,0.046715,0.185513,8,100
15.755,-3808,431,0.032112,0.127522,8,100
15.773,-3875,364,0.027120,0.107698,8,100
15.792,-3703,536,0.039935,0.158589,8,100
15.810,-3548,691,0.051484,0.204449,8,100
15.828,-3811,428,0.031888,0.126634,8,100
15.846,-3710,529,0.039414,0.156517,8,100
15.865,-3487,752,0.056028,0.222497,8,100
15.883,-3654,585,0.043586,0.173086,8,100
15.901,-3805,434,0.032336,0.128409,8,100
15.919,-3804,435,0.032410,0.128705,8,100
15.938,-3599,640,0.047684,0.189360,8,100
15.956,-3796,443,0.033006,0.131072,8,100
15.974,-3833,406,0.030249,0.120125,8,100
15.992,-3733,506,0.037700,0.149712,8,100
16.011,-3529,710,0.052899,0.210071,8,100
16.029,-3703,536,0.039935,0.158589,8,100
16.047,-3701,538,0.040084,0.159180,8,100
16.065,-3507,732,0.054538,0.216580,8,100
16.084,-3645,594,0.044256,0.175749,8,100
16.102,-3782,457,0.034049,0.135215,8,100
16.120,-3816,423,0.031516,0.125155,8,100
16.138,-3725,514,0.038296,0.152079,8,100
16.157,-3765,474,0.035316,0.140244,8,100
16.175,-3824,415,0.030920,0.122788,8,100
16.193,-3754,485,0.036135,0.143499,8,100
16.211,-3539,700,0.052154,0.207112,8,100
16.230,-3659,580,0.043213,0.171607,8,100
16.248,-3700,539,0.040159,0.159476,8,100
16.266,-3514,725,0.054017,0.214509,8,100
16.284,-3592,647,0.048205,0.191431,8,100
16.303,-3818,421,0.031367,0.124563,8,100
16.321,-3868,371,0.027642,0.109769,8,100
16.339,-3735,504,0.037551,0.149121,8,100
16.358,-3767,472,0.035167,0.139653,8,100
16.376,-3830,409,0.030473,0.121013,8,100
16.394,-3717,522,0.038892,0.154446,8,100
16.412,-3570,669,0.049844,0.197940,8,100
16.429,-3666,573,0.042692,0.169536,8,100
16.447,-3701,538,0.040084,0.159180,8,100
16.464,-3455,784,0.058413,0.231965,8,100
16.481,-3607,632,0.047088,0.186993,8,100
16.499,-3820,419,0.031218,0.123971,8,100
16.517,-3455,784,0.058413,0.231965,8,100
16.535,-3574,665,0.049546,0.196756,8,100
16.553,-3773,466,0.034720,0.137877,8,100
16.572,-3826,413,0.030771,0.122196,8,100
16.590,-3758,481,0.035837,0.142316,8,100
16.608,-3783,456,0.033975,0.134919,8,100
16.626,-3795,444,0.033081,0.131368,8,100
16.645,-3747,492,0.036657,0.145570,8,100
16.663,-3531,708,0.052750,0.209479,8,100
16.681,-3654,585,0.043586,0.173086,8,100
16.699,-3794,445,0.033155,0.131664,8,100
16.718,-3507,732,0.054538,0.216580,8,100
16.736,-3594,645,0.048056,0.190839,8,100
16.754,-3770,469,0.034943,0.138765,8,100
16.773,-3823,416,0.030994,0.123084,8,100
16.791,-3786,453,0.033751,0.134031,8,100
16.809,-3799,440,0.032783,0.130185,8,100
16.827,-3830,409,0.030473,0.121013,8,100
16.846,-3685,554,0.041276,0.163914,8,100
16.864,-3561,678,0.050515,0.200603,8,100
16.882,-3635,604,0.045002,0.178708,8,100
16.900,-3843,396,0.029504,0.117166,8,100
16.919,-3556,683,0.050887,0.202082,8,100
16.937,-3589,650,0.048429,0.192318,8,100
16.955,-3735,504,0.037551,0.149121,8,100
16.973,-3858,381,0.028387,0.112728,8,100
16.992,-3809,430,0.032038,0.127226,8,100
17.010,-3570,669,0.049844,0.197940,8,100
17.028,-3660,579,0.043139,0.171311,8,100
17.046,-3757,482,0.035912,0.142611,8,100
17.065,-3467,772,0.057518,0.228415,8,100
17.083,-3639,600,0.044703,0.177525,8,100
17.101,-3782,457,0.034049,0.135215,8,100
17.119,-3835,404,0.030100,0.119533,8,100
17.138,-3650,589,0.043884,0.174270,8,100
17.156,-3821,418,0.031143,0.123675,8,100
17.174,-3817,422,0.031441,0.124859,8,100
17.192,-3806,433,0.032261,0.128114,8,100
17.211,-3595,644,0.047982,0.190543,8,100
17.229,-3833,406,0.030249,0.120125,8,100
17.247,-3721,518,0.038594,0.153263,8,100
17.265,-3527,712,0.053048,0.210662,8,100
17.284,-3635,604,0.045002,0.178708,8,100
17.302,-3898,341,0.025406,0.100893,8,100
17.320,-3971,268,0.019968,0.079294,8,100
17.338,-3798,441,0.032857,0.130481,8,100
17.357,-4074,165,0.012293,0.048819,8,100
17.375,-4303,-64,-0.004768,-0.018936,8,100
17.393,-4358,-119,-0.008866,-0.035209,8,100
17.411,-4126,113,0.008419,0.033434,8,100
17.430,-4160,79,0.005886,0.023374,8,100
17.448,-4282,-43,-0.003204,-0.012723,8,100
17.466,-4075,164,0.012219,0.048523,8,100
17.485,-4194,45,0.003353,0.013314,8,100
17.503,-4341,-102,-0.007600,-0.030179,8,100
17.521,-4407,-168,-0.012517,-0.049707,8,100
17.539,-4392,-153,-0.011399,-0.045269,8,100
17.558,-4293,-54,-0.004023,-0.015977,8,100
17.576,-4405,-166,-0.012368,-0.049115,8,100
17.594,-4334,-95,-0.007078,-0.028108,8,100
17.612,-4114,125,0.009313,0.036984,8,100
17.631,-4160,79,0.005886,0.023374,8,100
17.649,-4116,123,0.009164,0.036393,8,100
17.667,-4047,192,0.014305,0.056808,8,100
17.685,-4220,19,0.001416,0.005622,8,100
17.704,-4316,-77,-0.005737,-0.022782,8,100
17.722,-4382,-143,-0.010654,-0.042310,8,100
17.740,-4348,-109,-0.008121,-0.032250,8,100
17.758,-4102,137,0.010207,0.040535,8,100
17.777,-4324,-85,-0.006333,-0.025149,8,100
17.795,-4304,-65,-0.004843,-0.019232,8,100
17.813,-4126,113,0.008419,0.033434,8,100
17.831,-4183,56,0.004172,0.016569,8,100
17.850,-4330,-91,-0.006780,-0.026925,8,100
17.868,-4068,171,0.012740,0.050594,8,100
17.886,-4158,81,0.006035,0.023966,8,100
17.904,-4310,-71,-0.005290,-0.021007,8,100
17.923,-4412,-173,-0.012890,-0.051186,8,100
17.941,-4409,-170,-0.012666,-0.050299,8,100
17.959,-4150,89,0.006631,0.026333,8,100
17.977,-4346,-107,-0.007972,-0.031659,8,100
17.996,-4288,-49,-0.003651,-0.014498,8,100
18.014,-4114,125,0.009313,0.036984,8,100
18.032,-4192,47,0.003502,0.013906,8,100
18.050,-4350,-111,-0.008270,-0.032842,8,100
18.069,-3866,373,0.027791,0.110361,8,100
18.087,-4146,93,0.006929,0.027516,8,100
18.105,-4318,-79,-0.005886,-0.023374,8,100
18.123,-4354,-115,-0.008568,-0.034026,8,100
18.142,-4336,-97,-0.007227,-0.028700,8,100
18.160,-4119,120,0.008941,0.035505,8,100
18.178,-4163,76,0.005662,0.022486,8,100
18.196,-4348,-109,-0.008121,-0.032250,8,100
18.215,-4068,171,0.012740,0.050594,8,100
18.233,-4195,44,0.003278,0.013018,8,100
18.251,-4345,-106,-0.007898,-0.031363,8,100
18.269,-4399,-160,-0.011921,-0.047340,8,100
18.288,-4195,44,0.003278,0.013018,8,100
18.306,-4314,-75,-0.005588,-0.022191,8,100
18.324,-4335,-96,-0.007153,-0.028404,8,100
18.342,-4350,-111,-0.008270,-0.032842,8,100
18.361,-4102,137,0.010207,0.040535,8,100
18.379,-4204,35,0.002608,0.010356,8,100
18.397,-4362,-123,-0.009164,-0.036393,8,100
18.415,-4130,109,0.008121,0.032250,8,100
18.434,-4183,56,0.004172,0.016569,8,100
18.452,-4315,-76,-0.005662,-0.022486,8,100
18.470,-4430,-191,-0.014231,-0.056512,8,100
18.488,-4125,114,0.008494,0.033730,8,100
18.507,-4336,-97,-0.007227,-0.028700,8,100
18.525,-4395,-156,-0.011623,-0.046156,8,100
18.543,-4458,-219,-0.016317,-0.064796,8,100
18.562,-4105,134,0.009984,0.039647,8,100
18.580,-4168,71,0.005290,0.021007,8,100
18.598,-4328,-89,-0.006631,-0.026333,8,100
18.616,-4124,115,0.008568,0.034026,8,100
18.634,-4093,146,0.010878,0.043198,8,100
18.653,-4312,-73,-0.005439,-0.021599,8,100
18.671,-4413,-174,-0.012964,-0.051482,8,100
18.689,-4396,-157,-0.011697,-0.046452,8,100
18.708,-4340,-101,-0.007525,-0.029883,8,100
18.726,-4385,-146,-0.010878,-0.043198,8,100
18.744,-4393,-154,-0.011474,-0.045565,8,100
18.762,-4121,118,0.008792,0.034913,8,100
18.780,-4167,72,0.005364,0.021303,8,100
18.799,-4123,116,0.008643,0.034321,8,100
18.817,-4085,154,0.011474,0.045565,8,100
18.835,-4155,84,0.006258,0.024853,8,100
18.854,-4361,-122,-0.009090,-0.036097,8,100
18.872,-4400,-161,-0.011995,-0.047636,8,100
18.890,-4348,-109,-0.008121,-0.032250,8,100
18.908,-4149,90,0.006706,0.026629,8,100
18.926,-4399,-160,-0.011921,-0.047340,8,100
18.945,-4344,-105,-0.007823,-0.031067,8,100
18.963,-4133,106,0.007898,0.031363,8,100
18.981,-4186,53,0.003949,0.015681,8,100
18.999,-4303,-64,-0.004768,-0.018936,8,100
19.018,-4072,167,0.012442,0.049411,8,100
19.036,-4106,133,0.009909,0.039351,8,100
19.054,-4308,-69,-0.005141,-0.020415,8,100
19.072,-4336,-97,-0.007227,-0.028700,8,100
19.091,-4390,-151,-0.011250,-0.044677,8,100
19.109,-4146,93,0.006929,0.027516,8,100
19.127,-4347,-108,-0.008047,-0.031954,8,100
19.146,-4343,-104,-0.007749,-0.030771,8,100
19.164,-4102,137,0.010207,0.040535,8,100
19.182,-4146,93,0.006929,0.027516,8,100
19.200,-4301,-62,-0.004619,-0.018344,8,100
19.219,-4173,66,0.004917,0.019528,8,100
19.237,-4133,106,0.007898,0.031363,8,100
19.255,-4215,24,0.001788,0.007101,8,100
19.273,-4422,-183,-0.013635,-0.054145,8,100
19.292,-4436,-197,-0.014678,-0.058287,8,100
19.310,-4154,85,0.006333,0.025149,8,100
19.328,-4406,-167,-0.012442,-0.049411,8,100
19.347,-4342,-103,-0.007674,-0.030475,8,100
19.365,-4087,152,0.011325,0.044973,8,100
19.383,-4136,103,0.007674,0.030475,8,100
19.401,-4291,-52,-0.003874,-0.015385,8,100
19.420,-4367,-128,-0.009537,-0.037872,8,100
19.438,-4128,111,0.008270,0.032842,8,100
19.456,-4257,-18,-0.001341,-0.005326,8,100
19.474,-4401,-162,-0.012070,-0.047932,8,100
19.493,-4381,-142,-0.010580,-0.042014,8,100
19.511,-4122,117,0.008717,0.034617,8,100
19.529,-4155,84,0.006258,0.024853,8,100
19.547,-4356,-117,-0.008717,-0.034617,8,100
19.566,-4093,146,0.010878,0.043198,8,100
19.584,-4075,164,0.012219,0.048523,8,100
19.602,-4346,-107,-0.007972,-0.031659,8,100
19.621,-4429,-190,-0.014156,-0.056216,8,100
19.639,-4098,141,0.010505,0.041718,8,100
19.657,-4312,-73,-0.005439,-0.021599,8,100
19.675,-4343,-104,-0.007749,-0.030771,8,100
19.694,-4433,-194,-0.014454,-0.057400,8,100
19.712,-4152,87,0.006482,0.025741,8,100
19.730,-4157,82,0.006109,0.024262,8,100
19.748,-4140,99,0.007376,0.029292,8,100
19.767,-4104,135,0.010058,0.039943,8,100
19.785,-4120,119,0.008866,0.035209,8,100
19.803,-4318,-79,-0.005886,-0.023374,8,100
19.821,-4362,-123,-0.009164,-0.036393,8,100
19.840,-4405,-166,-0.012368,-0.049115,8,100
19.858,-4185,54,0.004023,0.015977,8,100
19.876,-4344,-105,-0.007823,-0.031067,8,100
19.894,-4378,-139,-0.010356,-0.041127,8,100
19.913,-4148,91,0.006780,0.026925,8,100
19.931,-4175,64,0.004768,0.018936,8,100
19.949,-4334,-95,-0.007078,-0.028108,8,100
19.967,-4088,151,0.011250,0.044677,8,100
19.986,-4059,180,0.013411,0.053257,8,100
20.004,-4331,-92,-0.006855,-0.027220,8,100
20.022,-4395,-156,-0.011623,-0.046156,8,100
20.040,-4345,-106,-0.007898,-0.031363,8,100
20.059,-4217,22,0.001639,0.006509,8,100
20.077,-4356,-117,-0.008717,-0.034617,8,100
20.095,-4399,-160,-0.011921,-0.047340,8,100
20.113,-4152,87,0.006482,0.025741,8,100
20.132,-4153,86,0.006408,0.025445,8,100
20.150,-4278,-39,-0.002906,-0.011539,8,100
20.168,-3872,367,0.027344,0.108586,8,100
20.186,-4156,83,0.006184,0.024558,8,100
20.205,-4319,-80,-0.005960,-0.023670,8,100
20.223,-4409,-170,-0.012666,-0.050299,8,100
20.241,-4345,-106,-0.007898,-0.031363,8,100
20.259,-4144,95,0.007078,0.028108,8,100
20.278,-4221,18,0.001341,0.005326,8,100
20.296,-4379,-140,-0.010431,-0.041422,8,100
20.314,-4108,131,0.009760,0.038760,8,100
20.333,-4095,144,0.010729,0.042606,8,100
20.351,-4291,-52,-0.003874,-0.015385,8,100
20.369,-4423,-184,-0.013709,-0.054441,8,100
20.387,-4063,176,0.013113,0.052074,8,100
20.406,-4255,-16,-0.001192,-0.004734,8,100
20.424,-4385,-146,-0.010878,-0.043198,8,100
20.442,-4375,-136,-0.010133,-0.040239,8,100
20.460,-4148,91,0.006780,0.026925,8,100
20.479,-4368,-129,-0.009611,-0.038168,8,100
20.497,-4361,-122,-0.009090,-0.036097,8,100
20.515,-4127,112,0.008345,0.033138,8,100
20.533,-4084,155,0.011548,0.045861,8,100
20.552,-4301,-62,-0.004619,-0.018344,8,100
20.570,-4392,-153,-0.011399,-0.045269,8,100
20.588,-3892,347,0.025854,0.102668,8,100
20.606,-4261,-22,-0.001639,-0.006509,8,100
20.625,-4344,-105,-0.007823,-0.031067,8,100
20.643,-4427,-188,-0.014007,-0.055624,8,100
